Chapter;Latin Text;Old High German Text;Biblical References
CXXXIII, 6;Amen amen dico vobis, qui non intrat per ostium in ovile ovium, sed ascendit aliunde, ille fur est et latro,  qui autem intrat per ostium pastor est ovium.  Huic ostiarius aperit, et oves vocem eius audiunt, et proprias oves vocat nominatim et educet eas.;Uúar uúar quidih iú, thie thar in ni gét thurah duri in then euuist thero scapho, oh gistigit allesuuanan, ther ist thíob inti scaheri: thie dar inget thurah thio duri, ther ist hirti scafo. Themo induot ther duriuuart, inti scaf sina stemma gihorent, inti eiganu scaf nemnit namahafto inti leitit sie úz.;Jn 10 1-2
CXXXIII, 7;Et cum proprias oves emiserit, ante eas vadit, et oves illum sequuntur, quia sciunt vocem eius.  Alienum autem non sequuntur, sed fugiunt ab eo, quia non noverunt vocem alienorum.;"Inti mit diu er thiu eiganun scaf úzsentit, thanne uerit ér in uora; inti scaf folgent imo, uuanta siu uuizzun sina stemma. Fremiden ni folgent, oh fliohent fon imo, uuanta sie ni uuestun stemma fremidero.";Jn 10 4-5
CXXXIII, 8; Hoc proverbium dixit illis Ihesus, illi autem non cognoverunt quid loqueretur eis.;"Thaz bivvurti quad in ther heilant; sie tho ni uorstuontun uuaz er in zuosprah.";Jn 10 6
CXXXIII, 9;Dixit ergo eis iterum Ihesus: amen amen dico vobis, quia ego sum ostium ovium.  Omnes quotquot venerunt fures sunt et latrones, sed non audierunt eos oves.;Tho quad in abur ther heilant: uuár uuár quidih íu, bithiu uuanta ih bim duri scafo. Alle so manage so quamun thioba sint inti scachera: ni hortun sie thiu scáf.;Jn 10 7-8
CXXXIII, 10;Ego sum ostium. Per me si quis introierit, salvabitur, et ingredietur et egredietur et pascua inveniet.  Fur non venit, nisi ut furetur et mactet et perdat: ego veni ut vitam habeant et abundantius habeant.;Ih bim duri. Thurah mih oba uuer ingengit, ther ist giheilit, inti inget inti úzget inti findit fuotrunga. Thiob ni cumit, nibi thaz er stele inti erslahe inti fliose: ih quam daz sie lib haben inti ginuhtsamon haben.;Jn 10 9-10
CXXXIII, 11;"Ego sum pastor bonus. Bonus pastor animam suam dat pro ovibus suis;  mercenarius et qui non est pastor, cuius non sunt oves proprie, videt lupum venientem et dimittet oves et fugit, et lupus rapit et dispergit oves.  Mercenarius autem fugit, quia mercenarius est et non pertinet ad eum de ovibus.";"Ih bin guot hirti. Guot hirti tuot sina sela furi siniu scaph; ásni inti ther nist hirti, thes thiu scáf eiganiu ni sint, gisihit then uuolf comentan inti uorlazzit thiu scáf inti fliuhit; ther uuolf slizzit inti uuirpfit scáf. Ther ásni uúarliho fliuhit, uuanta her ásni ist inti ni gengit zi imo fon then scafon.";Jn 10 11-12
CXXXIII, 12;Ego sum pastor bonus et cognosco meas, et cognoscunt me meæ.  Sicut novit me pater, et ego agnosco patrem, et animam meam pono pro ovibus meis.;Ih bin guot hirti inti incnahu minu, inti incnahent mih minu. Soso mih min fater uueiz, so intcna ih minan fater, inti min ferah sezziu furi minu scáf.;Jn 10 14-15
CXXXIII, 13; Et alias oves habeo, quæ non sunt ex hoc ovile, et illas oportet me adducere, et vocem meam audient, et fiet unum ovile et unus pastor.;Inti anderiu scáf haben, thiu ni sint fon thesemo euuiste: thiu gilimphent mir zi halonne, inti mina stemma horent, inti ist thanne ein euuist inti ein hirti.;Jn 10 16
CXXXIII, 14;Propterea pater me diligit, quia ego pono animam meam, ut iterum sumam eam.  Nemo tollit eam a me, sed ego pono eam a me ipso. Potestatem habeo ponendi eam et potestatem habeo iterum sumendi eam: hoc mandatum accepi a patre meo.;Bithiu minnot mih mín fater, uuanta ih sezziu mina sela inti abur nimu sia. Nioman nimit sia fon mir, uz ih sezzu sia fon mir selbemo. Ih haben giuualt zi sezzenne sia inti giuualt haben abur sia zi nemanne: tház bibot intfieng fon minemo fater.;Jn 10 17-18
CXXXIII, 15; Dissensio iterum facta est inter Iudæos propter sermones hos.;Abur uúas thár ungizunft gitan untar then Iudæon thurah disiu uuort.;Jn 10 19
CXXXIII, 16;Dicebant autem multi ex ipsis: demonium habet et insanit. Quid eum auditis?  Alii dicebant: verba hæc non sunt demonium habentis: numquid demonium potest coecorum oculos aperire?;Thó quadun manage fon in: er habet diuual inti vvuotit. Ziu horet ir inan? Andere quadun: thisiu uuort ni sint diuual habentes: eno nu diuual mac blintero ougun intuon?;Jn 10 20-21
CXXXIV, 1;Facta sunt autem encenia in Hierosolimis, et hiemps erat.  Et ambulabat Ihesus in templo in porticu Salomonis.;Uuarun gitan thó encenia in Hierusalem, inti uúas uuintar. Inti gieng ther heilant in themo temple in phorcihe Salomones.;Jn 10 22-23
CXXXIV, 2; Circumdederunt ergo eum Iudaei et dicebant ei: quousque animam nostram tollis? Si tu es Christus, dic nobis palam.;Umbibigabun inan thie Iudæi inti quadun imo: zunzuuúaz nimist thu unsera sela? Oba thu Crist sist, quid uns iz offano.;Jn 10 24
CXXXIV, 3;Respondit eis Ihesus: loquor vobis et non creditis: opera quæ ego facio in nomine patris mei, haec testimonium perhibent de me,  sed vos non creditis, quia non estis ex ovibus meis.;Tho antlingita in ther heilant: ih sprih iu inti ir ni giloubet: thiu uuerc thiu ih duon in namon mines fater, thiu giuuizscaf sagent fon mir, oh ir ni giloubet, uuanta ir ni birut fon minen scafon.;Jn 10 25-26
CXXXIV, 4;Oves meæ vocem meam audiunt, et ego cognosco eas, et sequuntur me,  et ego vitam aeternam do eis, et non peribunt in aeternum: non rapiet eas quisquam de manu mea.;Minu scáf horent mina stemma, inti ih inkennu síu, inti siu folgent mir, inti gibu in euuin líb, inti ni uoruuerdent zi euuidu, inti ni nimit siu nioman fon mineru henti.;Jn 10 27-28
CXXXIV, 5;Pater meus quod dedit mihi maius omnibus est, et nemo potest rapere de manu patris mei.  Ego et pater unum sumus.;Min fater daz er mir gab, thaz ist mera allen, inti nioman ni meg iz noti neman fon mines fater henti. Ih inti ther fater ein birumes.;Jn 10 29-30
CXXXIV, 6;Sustulerunt lapides Iudæi, ut lapidarent eum.  Respondit eis Ihesus: multa opera bona ostendi vobis ex patre meo: propter quod opus eorum me lapidatis?;Tho namun thie Iudæi steina, tház sien steinotin. Tho antlingita in ther heilant: managiu guotiu uuerc eroucta ih îu fon minemo fater: thuruh uuelih thero uuerco steinot ir mih?;Jn 10 31-32
CXXXIV, 7; Responderunt ei Iudæi: de bono opere non lapidamus te, sed de blasphemia, et quia tu homo cum sis, facis te ipsum deum.;Tho antlingitun imo thie Iudæi: fon guotemo uuerke ni steinon uuir dih, oh fon bismaridu, inti mit diu thu man bist, duost thih selbon got.;Jn 10 33
CXXXIV, 8;Respondit eis Ihesus: nonne scriptum est in lege vestra: quia ego dixi: dii estis?  Si illos dixit deos ad quos sermo dei factus est, et non potest solvi scriptura:  quem pater sanctificavit et misit in mundum, vos dicitis: quia blasphemas, quia dixi: filius dei sum?;Tho antlingita in ther heilant: ia ist giscriban in îuuueru evvu: uuanta ih quad: ir birut gota? Oba thie quad gota ci den gotes uuort gitan ist, inti ni mac daz giscrib zilosit uuerdan: then der fater giheilagota inti santan in uueralt, ir quedet: thú bismarost, uuanta ih quad: ih bin gotes sun?;Jn 10 34-35
CXXXIV, 9;Si non facio opera patris mei, nolite credere mihi.  Si autem facio, etsi mihi non vultis credere, operibus credite, ut cognoscatis et credatis quia in me est pater et ego in patre.;Oba ih ni duon uuerc mines fater, ni curit mir gilouben. Ob ih duon, ob ir mir ni uuellet gilouben, giloubet then uuercon, tház ir forstantet inti giloubet tház der fater in mir ist inti ih in themo fater.;Jn 10 37-38
CXXXIV, 10;Quærebant ergo eum prendere, et exivit de manibus eorum.  Et abiit iterum trans Iordanen in eum locum ubi erat Iohannes baptizans primum, et mansit illic.;Suohtun inan ci gifahanne, inti er ingíeng fon iro hanton. Inti gíeng abur ubar Iordanen in dia stat thár da uuas Iohannis toufenti zi erist, inti uuoneta thár.;Jn 10 39-40
CXXXIV, 11;Et multi venerunt ad eum et dicebant: quia Iohannes quidem signum fecit nullum,  omnia autem quaecumque dixit Iohannes de hoc vera erant. Et multi crediderunt in eum.;In manage quamun zi imo inti quadun: uuanta Iohannis ni teta nohhein zeihan: alliu so uuelihiu Iohannis quad fon desemo uuariu uuarun. Inti manage giloubtun in inan.;Jn 10 41-42
CXXXV, 1;"Erat autem quidam languens, Lazarus a Bethania, de castello Mariæ et Marthae sororis eius.  Maria autem erat quæ unxit dominum unguento et extersit pedes eius capillis suis; cuius frater Lazarus infirmabatur.";"Uuas sum siocher, Lazarus fon Bethaniu, fon theru burgi Mariun inti Marthun sineru suester. Maria uúas thiu da salbota trohtin mit salbun inti suuarb sine fuozi mit ira fahsu; thera bruoder Lazarus uuard cumig.";Jn 11 1-2
CXXXV, 2;Miserunt ergo sorores ad eum dicentes: domine, ecce quem amas infirmatur.  Audiens autem Ihesus dixit eis: infirmitas hæc non est ad mortem, sed pro gloria dei, ut glorificetur filius dei per eam.;Tho santun sino suester ci imo inti quadun: trohtin, then du minnost ther ist cumig. Gihorenti tház ther heilant quad in: thisiu cumida nist ci tode, oh bi gotes diuridu, thaz gidiurisot si ther gotes sun thurah sia.;Jn 11 3-4
CXXXV, 3;Diligebat autem Ihesus Martham et sororem eius Mariam et Lazarum.  Ut ergo audivit quia infirmabatur, tunc quidem mansit in eodem loco duobus diebus.;Minnota ther heilant Marthun inti ira suester Mariun inti Lazarum. So er tho gihorta thaz er cumig uuas, tho uuoneta her in theru selbun steti zuene daga.;Jn 11 5-6
CXXXV, 4;Deinde post hæc dicit discipulis suis: eamus in Iudæam iterum.  Dicunt ei discipuli: rabbi, nunc quærebant te lapidare Iudæi, et iterum vadis illuc?;After thiu quad her sinen iugiron: gemes abur in Iudeam. Tho quadun imo thie iungiron: meistar, nu suohtun thih ci steinonne thie Iudei, inti abur uerist thara?;Jn 11 7-8
CXXXV, 5;Respondit Ihesus: nonne XII hore sunt diei? Si quis ambulaverit in die, non offendit, quia lucem huius mundi videt,  si autem ambulaverit nocte, offendet, quia lux non est in eo.;Tho antlingita ther heilant: eno nu ia sint zuelif citi thes tages? Oba uuer gengit in tage, ni bispurnit, bithiu uuanta her lioht thesses mittilgartes gisihit: oba her get in naht, bispurnit, bithiu lioht nist in imo.;Jn 11 9-10
CXXXV, 6;Hæc ait, et post hoc dicit eis: Lazarus amicus noster dormit, sed vado ut a somno exsuscitem eum.  Dixerunt ergo discipuli eius: domine, si dormit, salvus erit.;Thisu quad er, inti after thiu quad er in: Lazarus unser friunt slafit, oh faru thaz ih inan fon slafe eruueke. Tho quadun imo sine iungiron: trohtin, oba her slafit, thanne ist er heil.;Jn 11 11-12
CXXXV, 7;Dixerat autem Ihesus de morte eius, illi autem putaverunt quia de dormitione somnii diceret.  Tunc ergo dixit eis Ihesus manifeste: Lazarus mortuus est.  Et gaudeo propter vos, ut credatis, quoniam non eram ibi. Sed eamus ad eum!;Quad ther heilant fon sinemo tode: sie uuantun thaz er fon resti slafes quadi. Tho quad in ther heilant offano: Lazarus ist tót. Inti giuihu thurah iúuuih, thaz ir giloubet, uuanta ih thár ui uuas. Ouh gemes ci imo!;Jn 11 13-14
CXXXV, 8; Dixit ergo Thomas, qui dicitur Didimus, ad condiscipulos suos: eamus et nos, ut moriamur cum eo.;Tho quad Thomas, ther ist giquetan Didimus, ci sinen ebaniungiron: gemes uuir, thaz uuir sterben mit imo.;Jn 11 16
CXXXV, 9;Venit itaque Ihesus et invenit eum quattuor dies iam in monumento habentem.  Erat autem Bethania iuxta Hierosolima quasi stadiis XV.;Tho quam ther heilant inti fant inan fior taga iu in grabe habentan. Uuas Bethania nah Hierusalem samaso uinfzehen stadia.;Jn 11 17-18
CXXXV, 10; Multi autem ex Iudæis venerant ad Martham et Mariam, ut consolarentur eas de fratre suo.;Manage fon then Iudeon quamun zi Marthun inti zi Mariun, tház sie sia fluobritin fon ira bruoder.;Jn 11 19
CXXXV, 11; Martha ergo ut audivit quia Ihesus venit, occurrit illi, Maria autem domi sedebat.;Martha uuarliho so siu gihorta thaz ther heilant quam, liof ingegin: Maria saz in huse.;Jn 11 20
CXXXV, 12;Dixit ergo Martha ad Ihesum: domine, si hic fuisses, frater meus non fuisset mortuus:  sed et nunc scio, quia quæcumque poposceris a deo, dabit tibi.;Tho quad Martha ci themo heilante: trohtin, ob thu hier uuarist, min bruoder ni uuari thanne tót: oh ih nu uueiz, so uuelihu so thu bitis fon gote, gibit thír.;Jn 11 21-22
CXXXV, 13; Dicit illi Ihesus: resurget frater tuus.;Tho quad iru ther heilant: erstentit thín bruoder.;Jn 11 23
CXXXV, 14; Dicit ei Martha: scio quia resurget in resurrectione in novissima die.;Tho quad imo Martha: ih uueiz thaz her erstentit in theru urresti in themo iungisten tage.;Jn 11 24
CXXXV, 15;Dixit ei Ihesus: ego sum resurrectio et vita: qui credit in me, etiamsi mortuus fuerit, vivet,  et omnis qui vivit et credit in me, non morietur in aeternum. Credis hoc?;Tho quad iru ther heilant: ih bin urresti inti lib: thie thar in mih giloubit, cisperi ob her tót uuirdit, lebet, inti íogiuuelih thie dar lebet inti in mih giloubit, ni stirbit ci euuidu. Giloubis thaz?;Jn 11 25-26
CXXXV, 16; Ait illi: utique, domine, ego credidi quia tu es Christus filius dei, qui in hunc mundum venisti.;Tho quad imo: cisperiu, trohtin, ih giloubta thaz thu bist Crist gotes sun, thie thar quam in mittilgart.;Jn 11 27
CXXXV, 17;Et cum haec dixisset, abiit et vocavit Mariam sororem suam silentio dicens: magister adest et vocat te.  Illa ut audivit, surgit cito et venit ad eum.;Mit diu her thisiu quad, gieng inti gihalota Mariun ira suester stillo quedenti: meistar ist az inti suohhit thih. Siu sóz gihorta, erstuont sliumo inti quam ci imo.;Jn 11 28-29
CXXXV, 18; Nondum enim venerat Ihesus in castellum, sed erat adhuc in illo loco ubi occurrerat ei Martha.;Noh thanne ni quam ther heilant in thia burgilun, oh uuas noh thanne in theru steti thár ingegin imo quam Martha.;Jn 11 30
CXXXV, 19; Iudæi autem qui erant cum illa in domo et consolabantur eam, cum vidissent Mariam, quia cito surrexit et exiit, secuti sunt eam dicentes: quia vadit ad monumentum, ut ploret ibi.;Thie Iudei mit iru uuarun in themo hus inti sia fluobritun, mit thiu sie gisahun Mariam, tház siu sliumo erstuont inti úzgieng, folgetun iru sus quedenti: nu uerit ci themo grabe, thaz siu thar vvuofe.;Jn 11 31
CXXXV, 20; Maria ergo cum venisset ubi erat Ihesus, videns eum cecidit ad pedes eius et dixit ei: domine, si fuisses hic, non esset mortuus frater meus.;Maria tho siu quam thâr ther heilant uuas, gisehenti inan fiel ci sinen fuozon inti quad imo: trohtin, ob thu hier uuarist, thanne ni uuari tót min bruoder.;Jn 11 32
CXXXV, 21;Ihesus ergo ut vidit eam plorantem et Iudæos qui venerant cum ea plorantes, fremuit spiritu et turbavit se ipsum  et dixit: ubi posuistis eum? Dicunt ei: domine, veni et vide!  Et lacrimatus est Ihesus.;Tho ther heilant gisah sia vvuofenti inti thie Iudæon quamun mit iru vvuofente, gremizota in sinemo geiste inti gitruobta sih selbon inti quad: uuara saztut ir inan? Quadun imo: trohtin, cum inti gisih! Inti uuiof ther heilant.;Jn 11 33-34
CXXXV, 22;Dixerunt ergo Iudæi: ecce, quomodo amabat eum!  Quidam autem dixerunt ex ipsis: non poterat hic qui aperuit oculos ceci facere ut et hic non moreretur?;Tho quadun imo thie Iudæi: senu vvuo her inan minnota! Sume quadun fon then selbon: ni mohta theser thie inteta ougun thés blinten tuon thaz theser ni sturbi?;Jn 11 36-37
CXXXV, 23;" Ihesus ergo rursum fremens in semetipso venit ad monumentum; erat autem spelunca, et lapis superpositus erat ei.";"Ther heilant abur gremizonti in imo selbemo quam ci themo grabe; uúas thár cruft, inti stein uuas gisezzit ubar sia.";Jn 11 38
CXXXV, 24;Ait Ihesus: tollite lapidem! Dicit ei Martha, soror eius qui mortuus fuerat: domine, iam fetet, quadriduanus enim est.  Dicit ei Ihesus: nonne dixi tibi, quoniam si credideris, videbis gloriam dei?;Quad ther heilant: nemet then stein! Tho quad imo sin suester thes thar tót uúas: trohtin, her suihhit îu: fior taga biliban ist. Tho quad iru ther heilant: ia quad ih thir, oba thu giloubist, gisihist gotes diurida?;Jn 11 39-40
CXXXV, 25;Tulerunt ergo lapidem. Ihesus autem elevatis sursum oculis dixit: pater, gratias ago tibi, quoniam audisti me.  Ego autem sciebam quia semper me audis, sed propter populum qui circumstat dixi, ut credant quia tu me misisti.;Tho namun sie then stein. Ther heilant úferhabanen ougon quad: fater, thanc tuon thir, uuanta thu mih gihortost. Ih uuesta thaz thu simbulun mih gihorist, oh thurah thaz folc thaz thár umbistentit quad, thaz sie gilouben thaz thu mih santost.;Jn 11 41-42
CXXXV, 26;Haec cum dixisset, voce magna clamavit: Lazare, veni foras!  Et statim prodiit qui fuerat mortuus, ligatus pedes et manus institis, et facies illius sudario erat ligata. Dicit eis Ihesus: solvite eum et sinite abire.;Thisiu mit thiu her quad, mihhileru stemmu riof: Lazarus, cum úz! Inti sliumo framgieng thie dar uuas tót, gibuntan hanton inti fuozin mit strengin inti sin annuzi mit sueizduohu gibuntan. Tho quad in ther heilant: erloset inan inti lazet inan gangan.;Jn 11 43-44
CXXXV, 27;Multi ergo ex Iudæis qui venerant ad Mariam et viderant quæ fecit, crediderunt in eum.  Quidam autem ex ipsis abierunt ad Pharisaeos et dixerunt eis quæ fecit Ihesus.;Manage fon then Iudeon thie quamun ci Mariun inti gisahun thiu the her teta, giloubtun in inan. Sume fon in giengun ci then Pharisein inti quadun in thiu ther heilant teta.;Jn 11 45-46
CXXXV, 28;Colligerunt ergo pontifices et Pharisei concilium et dicebant: quid facimus, quia hic homo multa signa facit?  Si dimittimus eum sic, omnes credent in eum, et venient Romani et tollent nostrum et locum et gentem.;Samanotun thie bisgofa inti Farisei samanunga inti quadun: uuaz duomes, uuanta theser man managiu zeihhan tuot? Oba uuir inan so forlazemes, alle giloubent inan, inti coment Romani inti nement unsera stat inti thiota.;Jn 11 47-48
